manager,from_quarter,to_quarter,nameOfIssuer,cusip,change,value_before_k,value_after_k
Blue Delta Capital Group,2025Q1,2025Q2,Cirrus Foods Corp,E8W8D72U6,ADD,11694,13591
Blue Delta Capital Group,2025Q1,2025Q2,Onyx Holdings Inc,C1V9GMYC5,ADD,6472,7401
Blue Delta Capital Group,2025Q1,2025Q2,Cedar Networks Corp,I626PD2RU,ADD,35469,36234
Blue Delta Capital Group,2025Q1,2025Q2,Cobalt Industries Ltd,0YTHV3CGE,TRIM,6814,3886
Blue Delta Capital Group,2025Q1,2025Q2,Northwind Networks PLC,FGUZ9LO5L,ADD,21897,25782
Blue Delta Capital Group,2025Q1,2025Q2,Fable Motors Group,LADVUD5Y5,ADD,3494,9037
Blue Delta Capital Group,2025Q1,2025Q2,Copper Health Inc,T8U689KKB,ADD,50331,55852
Blue Delta Capital Group,2025Q1,2025Q2,Cirrus Analytics PLC,FJ91LAXX5,ADD,6731,6770
Blue Delta Capital Group,2025Q2,2025Q3,Cedar Capital Corp,OU9V9SJ3O,ADD,26219,30623
Blue Delta Capital Group,2025Q2,2025Q3,Cirrus Semiconductor Co,7XM4NDOGQ,TRIM,7551,6850
Blue Delta Capital Group,2025Q2,2025Q3,Sable Dynamics Ltd,GFT844TLG,ADD,62699,70701
Blue Delta Capital Group,2025Q2,2025Q3,Lumen Dynamics Co,4WZWR44RU,TRIM,1704,1506
Blue Delta Capital Group,2025Q2,2025Q3,Terra Capital Ltd,ULYOP3Z3M,ADD,24748,67312
Blue Delta Capital Group,2025Q2,2025Q3,Drift Materials Corp,1PCGFA32U,ADD,16449,18053
Blue Delta Capital Group,2025Q2,2025Q3,Copper Robotics Inc,ZPO3B7PU8,TRIM,7468,6760
Blue Delta Capital Group,2025Q2,2025Q3,Sable Systems Ltd,QPH9E29MS,EXIT,2070,0
Blue Delta Capital Group,2025Q2,2025Q3,Nova Robotics Group,RCF6TPTY0,ADD,31825,84596
Blue Delta Capital Group,2025Q2,2025Q3,Nova Bioworks Ltd,H7P8NE7N5,ADD,12285,12879
Blue Delta Capital Group,2025Q2,2025Q3,Lumen Dynamics PLC,4C4OA26XD,ADD,6669,15541
Blue Delta Capital Group,2025Q2,2025Q3,Copper Motors Group,XGHB0OUAK,TRIM,19607,17182
Blue Delta Capital Group,2025Q2,2025Q3,Zephyr Industries Co,NTL2E1KTK,TRIM,6171,2398
Blue Delta Capital Group,2025Q2,2025Q3,Quill Analytics Co,NU7IDBR4S,ADD,73019,80987
Blue Delta Capital Group,2025Q2,2025Q3,Marlin Systems Corp,PPRJ40A8E,TRIM,61732,55884
Blue Delta Capital Group,2025Q2,2025Q3,Halcyon Semiconductor Inc,01CI5RDHW,NEW,0,10445
Blue Delta Capital Group,2025Q2,2025Q3,Solace Networks PLC,E3610AXVL,TRIM,5330,2789
Blue Delta Capital Group,2025Q2,2025Q3,Basalt Foods Inc,UEI8D5UO2,ADD,24437,25848
Blue Delta Capital Group,2025Q2,2025Q3,Cobalt Micro PLC,DX9J3AVYW,ADD,6722,7123
Blue Delta Capital Group,2025Q2,2025Q3,Vertex Health Inc,PV1V3UIX6,TRIM,6039,5245
Blue Delta Capital Group,2025Q2,2025Q3,Sable Holdings Co,GC62EOLY9,TRIM,11328,10979
Blue Delta Capital Group,2025Q2,2025Q3,Cedar Industries Co,0C9QYEL4U,TRIM,1746,637
Blue Delta Capital Group,2025Q2,2025Q3,Marlin Holdings Ltd,7M7E2CQWH,EXIT,15042,0
Blue Delta Capital Group,2025Q2,2025Q3,Vantage Logistics Corp,5F25RLYYL,ADD,5363,5954
Blue Delta Capital Group,2025Q2,2025Q3,Onyx Micro PLC,7Q7AEEULM,ADD,4513,35612
Blue Delta Capital Group,2025Q2,2025Q3,Zephyr Systems Ltd,XBD3A04GE,TRIM,24781,24081
Blue Delta Capital Group,2025Q2,2025Q3,Cedar Networks Co,X1D6FIB00,TRIM,6129,5816
Blue Delta Capital Group,2025Q2,2025Q3,Onyx Therapeutics Group,5QDNT0U9N,TRIM,12726,11596
Blue Delta Capital Group,2025Q2,2025Q3,Cobalt Materials Ltd,4ZO6QTVZ5,ADD,7356,7578
Blue Delta Capital Group,2025Q2,2025Q3,Onyx Foods Inc,747L78M65,ADD,1884,5203
Blue Delta Capital Group,2025Q2,2025Q3,Drift Therapeutics Ltd,MTI160IJI,TRIM,5599,2306
Blue Delta Capital Group,2025Q2,2025Q3,Quill Energy Inc,YTHF7R2UF,ADD,27846,70542
Blue Delta Capital Group,2025Q2,2025Q3,Nova Systems Co,UI726K5DU,TRIM,40682,14798
Blue Delta Capital Group,2025Q2,2025Q3,Northwind Materials PLC,ODJCXIA48,TRIM,45120,40246
Blue Delta Capital Group,2025Q2,2025Q3,Northwind Networks Co,M96BE9ONW,TRIM,6687,1839
Blue Delta Capital Group,2025Q2,2025Q3,Sable Foods Co,L8SGBI2BF,ADD,4886,12021
Blue Delta Capital Group,2025Q2,2025Q3,Sable Materials Inc,6JJK2N4A4,ADD,5184,5908
Blue Delta Capital Group,2025Q2,2025Q3,Lumen Micro Group,W0AYGR47F,NEW,0,8794
Blue Delta Capital Group,2025Q2,2025Q3,Drift Foods Corp,8YLXDWE0W,ADD,7207,16985
Blue Delta Capital Group,2025Q2,2025Q3,Quill Software Inc,7IBWMKW1Z,ADD,71655,183011
Blue Delta Capital Group,2025Q2,2025Q3,Terra Software Group,QYL7YY9U9,EXIT,1840,0
Blue Delta Capital Group,2025Q2,2025Q3,Zephyr Bioworks Inc,NTCB897L3,EXIT,36876,0
Blue Delta Capital Group,2025Q2,2025Q3,Marlin Analytics PLC,QC18NAON6,TRIM,10900,10086
Blue Delta Capital Group,2025Q2,2025Q3,Cedar Semiconductor Corp,Y4O6L9N6W,NEW,0,35591
Blue Delta Capital Group,2025Q2,2025Q3,Copper Therapeutics Ltd,6Z74TMAAC,NEW,0,8692
Blue Delta Capital Group,2025Q2,2025Q3,Onyx Semiconductor Inc,0RG4W145B,TRIM,3406,3098
Blue Delta Capital Group,2025Q2,2025Q3,Onyx Therapeutics Inc,44NI2FMYI,TRIM,3933,3669
Blue Delta Capital Group,2025Q2,2025Q3,Basalt Industries Corp,FFTDLVPGN,ADD,3601,4190
Blue Delta Capital Group,2025Q2,2025Q3,Cirrus Foods Corp,E8W8D72U6,ADD,13591,33025
Blue Delta Capital Group,2025Q2,2025Q3,Onyx Holdings Inc,C1V9GMYC5,ADD,7401,17715
Blue Delta Capital Group,2025Q2,2025Q3,Cedar Networks Corp,I626PD2RU,TRIM,36234,35867
Blue Delta Capital Group,2025Q2,2025Q3,Cobalt Industries Ltd,0YTHV3CGE,TRIM,3886,3405
Blue Delta Capital Group,2025Q2,2025Q3,Northwind Networks PLC,FGUZ9LO5L,TRIM,25782,24595
Blue Delta Capital Group,2025Q2,2025Q3,Fable Motors Group,LADVUD5Y5,ADD,9037,14397
Blue Delta Capital Group,2025Q2,2025Q3,Copper Health Inc,T8U689KKB,TRIM,55852,52490
Blue Delta Capital Group,2025Q2,2025Q3,Fable Robotics PLC,LS4DT2K9F,NEW,0,3803
Blue Delta Capital Group,2025Q2,2025Q3,Cirrus Analytics PLC,FJ91LAXX5,EXIT,6770,0
Blue Delta Capital Group,2025Q3,2025Q4,Cedar Capital Corp,OU9V9SJ3O,ADD,30623,34902
Blue Delta Capital Group,2025Q3,2025Q4,Cirrus Semiconductor Co,7XM4NDOGQ,ADD,6850,19206
Blue Delta Capital Group,2025Q3,2025Q4,Sable Dynamics Ltd,GFT844TLG,ADD,70701,135594
Blue Delta Capital Group,2025Q3,2025Q4,Lumen Dynamics Co,4WZWR44RU,TRIM,1506,1484
Blue Delta Capital Group,2025Q3,2025Q4,Terra Capital Ltd,ULYOP3Z3M,ADD,67312,77407
Blue Delta Capital Group,2025Q3,2025Q4,Drift Materials Corp,1PCGFA32U,TRIM,18053,4359
Blue Delta Capital Group,2025Q3,2025Q4,Copper Robotics Inc,ZPO3B7PU8,EXIT,6760,0
Blue Delta Capital Group,2025Q3,2025Q4,Nova Robotics Group,RCF6TPTY0,TRIM,84596,80943
Blue Delta Capital Group,2025Q3,2025Q4,Sable Robotics Group,X1J8WVQD1,NEW,0,4013
Blue Delta Capital Group,2025Q3,2025Q4,Nova Bioworks Ltd,H7P8NE7N5,TRIM,12879,12681
Blue Delta Capital Group,2025Q3,2025Q4,Lumen Dynamics PLC,4C4OA26XD,TRIM,15541,5640
Blue Delta Capital Group,2025Q3,2025Q4,Copper Motors Group,XGHB0OUAK,ADD,17182,18260
Blue Delta Capital Group,2025Q3,2025Q4,Zephyr Industries Co,NTL2E1KTK,TRIM,2398,2136
Blue Delta Capital Group,2025Q3,2025Q4,Quill Analytics Co,NU7IDBR4S,TRIM,80987,77127
Blue Delta Capital Group,2025Q3,2025Q4,Marlin Systems Corp,PPRJ40A8E,EXIT,55884,0
Blue Delta Capital Group,2025Q3,2025Q4,Halcyon Semiconductor Inc,01CI5RDHW,TRIM,10445,9134
Blue Delta Capital Group,2025Q3,2025Q4,Solace Networks PLC,E3610AXVL,TRIM,2789,2717
Blue Delta Capital Group,2025Q3,2025Q4,Basalt Foods Inc,UEI8D5UO2,ADD,25848,72958
Blue Delta Capital Group,2025Q3,2025Q4,Cobalt Micro PLC,DX9J3AVYW,ADD,7123,13794
Blue Delta Capital Group,2025Q3,2025Q4,Vertex Health Inc,PV1V3UIX6,ADD,5245,5722
Blue Delta Capital Group,2025Q3,2025Q4,Sable Holdings Co,GC62EOLY9,EXIT,10979,0
Blue Delta Capital Group,2025Q3,2025Q4,Cedar Industries Co,0C9QYEL4U,ADD,637,685
Blue Delta Capital Group,2025Q3,2025Q4,Vantage Logistics Corp,5F25RLYYL,TRIM,5954,5299
Blue Delta Capital Group,2025Q3,2025Q4,Onyx Micro PLC,7Q7AEEULM,ADD,35612,105049
Blue Delta Capital Group,2025Q3,2025Q4,Drift Semiconductor Co,ZZR3AN2IL,NEW,0,38822
Blue Delta Capital Group,2025Q3,2025Q4,Zephyr Systems Ltd,XBD3A04GE,TRIM,24081,20841
Blue Delta Capital Group,2025Q3,2025Q4,Cedar Networks Co,X1D6FIB00,EXIT,5816,0
Blue Delta Capital Group,2025Q3,2025Q4,Onyx Therapeutics Group,5QDNT0U9N,ADD,11596,11848
Blue Delta Capital Group,2025Q3,2025Q4,Cobalt Materials Ltd,4ZO6QTVZ5,ADD,7578,20689
Blue Delta Capital Group,2025Q3,2025Q4,Onyx Foods Inc,747L78M65,ADD,5203,5526
Blue Delta Capital Group,2025Q3,2025Q4,Drift Therapeutics Ltd,MTI160IJI,TRIM,2306,2099
Blue Delta Capital Group,2025Q3,2025Q4,Quill Energy Inc,YTHF7R2UF,TRIM,70542,70417
Blue Delta Capital Group,2025Q3,2025Q4,Nova Systems Co,UI726K5DU,TRIM,14798,7438
Blue Delta Capital Group,2025Q3,2025Q4,Northwind Materials PLC,ODJCXIA48,ADD,40246,44764
Blue Delta Capital Group,2025Q3,2025Q4,Northwind Networks Co,M96BE9ONW,EXIT,1839,0
Blue Delta Capital Group,2025Q3,2025Q4,Sable Foods Co,L8SGBI2BF,TRIM,12021,11311
Blue Delta Capital Group,2025Q3,2025Q4,Sable Materials Inc,6JJK2N4A4,EXIT,5908,0
Blue Delta Capital Group,2025Q3,2025Q4,Lumen Micro Group,W0AYGR47F,TRIM,8794,2613
Blue Delta Capital Group,2025Q3,2025Q4,Drift Foods Corp,8YLXDWE0W,ADD,16985,17676
Blue Delta Capital Group,2025Q3,2025Q4,Quill Software Inc,7IBWMKW1Z,ADD,183011,310496
Blue Delta Capital Group,2025Q3,2025Q4,Aster Systems Co,J5JS81O13,NEW,0,53045
Blue Delta Capital Group,2025Q3,2025Q4,Granite Semiconductor Co,H8BZP9SGM,NEW,0,10936
Blue Delta Capital Group,2025Q3,2025Q4,Terra Software Group,QYL7YY9U9,NEW,0,26647
Blue Delta Capital Group,2025Q3,2025Q4,Marlin Analytics PLC,QC18NAON6,ADD,10086,10187
Blue Delta Capital Group,2025Q3,2025Q4,Solace Dynamics Group,45G3ZSWHA,NEW,0,22147
Blue Delta Capital Group,2025Q3,2025Q4,Cedar Semiconductor Corp,Y4O6L9N6W,ADD,35591,37793
Blue Delta Capital Group,2025Q3,2025Q4,Copper Therapeutics Ltd,6Z74TMAAC,TRIM,8692,7773
Blue Delta Capital Group,2025Q3,2025Q4,Onyx Semiconductor Inc,0RG4W145B,EXIT,3098,0
Blue Delta Capital Group,2025Q3,2025Q4,Onyx Therapeutics Inc,44NI2FMYI,EXIT,3669,0
Blue Delta Capital Group,2025Q3,2025Q4,Basalt Industries Corp,FFTDLVPGN,TRIM,4190,3952
Blue Delta Capital Group,2025Q3,2025Q4,Cirrus Foods Corp,E8W8D72U6,TRIM,33025,28249
Blue Delta Capital Group,2025Q3,2025Q4,Onyx Holdings Inc,C1V9GMYC5,ADD,17715,19066
Blue Delta Capital Group,2025Q3,2025Q4,Cedar Networks Corp,I626PD2RU,ADD,35867,41723
Blue Delta Capital Group,2025Q3,2025Q4,Cobalt Industries Ltd,0YTHV3CGE,EXIT,3405,0
Blue Delta Capital Group,2025Q3,2025Q4,Northwind Networks PLC,FGUZ9LO5L,ADD,24595,43280
Blue Delta Capital Group,2025Q3,2025Q4,Fable Motors Group,LADVUD5Y5,TRIM,14397,12897
Blue Delta Capital Group,2025Q3,2025Q4,Copper Health Inc,T8U689KKB,TRIM,52490,51346
Blue Delta Capital Group,2025Q3,2025Q4,Basalt Foods Ltd,ZACBZHNO7,NEW,0,30170
Blue Delta Capital Group,2025Q3,2025Q4,Fable Robotics PLC,LS4DT2K9F,ADD,3803,4261
Kestrel Point Management,2025Q1,2025Q2,Lumen Capital PLC,8P5RFATUI,NEW,0,14395
Kestrel Point Management,2025Q1,2025Q2,Sable Holdings Ltd,L79C4U93M,ADD,6045,9458
Kestrel Point Management,2025Q1,2025Q2,Vertex Therapeutics Inc,ED356RBI1,EXIT,2860,0
Kestrel Point Management,2025Q1,2025Q2,Sable Dynamics Ltd,GFT844TLG,TRIM,5199,4710
Kestrel Point Management,2025Q1,2025Q2,Copper Systems PLC,WLU7MFX0U,ADD,3374,8768
Kestrel Point Management,2025Q1,2025Q2,Vantage Energy Group,GVLF22FRZ,ADD,34392,35562
Kestrel Point Management,2025Q1,2025Q2,Aster Capital Ltd,GM9OWQIUI,ADD,2897,3144
Kestrel Point Management,2025Q1,2025Q2,Pinnacle Dynamics Group,BDCS6Z5MT,ADD,24241,24616
Kestrel Point Management,2025Q1,2025Q2,Onyx Logistics Ltd,JQQ23DA2M,ADD,21827,22501
Kestrel Point Management,2025Q1,2025Q2,Sable Systems Ltd,QPH9E29MS,TRIM,6709,3950
Kestrel Point Management,2025Q1,2025Q2,Sable Robotics Group,X1J8WVQD1,EXIT,5734,0
Kestrel Point Management,2025Q1,2025Q2,Marlin Dynamics PLC,HABRMQ4KD,ADD,35210,71649
Kestrel Point Management,2025Q1,2025Q2,Copper Dynamics PLC,I1VUP6EZP,ADD,13170,14287
Kestrel Point Management,2025Q1,2025Q2,Bright Dynamics Corp,MOY5EPYRT,ADD,12619,12840
Kestrel Point Management,2025Q1,2025Q2,Lumen Dynamics PLC,4C4OA26XD,TRIM,24889,8718
Kestrel Point Management,2025Q1,2025Q2,Marlin Energy Group,RSHTP3NCI,ADD,75711,123384
Kestrel Point Management,2025Q1,2025Q2,Sable Materials Group,753C601P6,ADD,15203,17211
Kestrel Point Management,2025Q1,2025Q2,Halcyon Semiconductor Inc,01CI5RDHW,TRIM,8492,7743
Kestrel Point Management,2025Q1,2025Q2,Lumen Health Group,T6NCJHUSC,EXIT,354239,0
Kestrel Point Management,2025Q1,2025Q2,Onyx Industries Inc,3HILY6I06,TRIM,9156,8306
Kestrel Point Management,2025Q1,2025Q2,Pinnacle Networks Co,EI8Q3O527,ADD,5773,16371
Kestrel Point Management,2025Q1,2025Q2,Solace Capital Co,LHLXZ4MMG,TRIM,12724,12415
Kestrel Point Management,2025Q1,2025Q2,Sable Holdings Co,GC62EOLY9,TRIM,12466,5379
Kestrel Point Management,2025Q1,2025Q2,Quill Dynamics Corp,SFJ0WQ0FM,ADD,18014,18622
Kestrel Point Management,2025Q1,2025Q2,Cedar Industries Co,0C9QYEL4U,NEW,0,13972
Kestrel Point Management,2025Q1,2025Q2,Lumen Industries Group,LQJHDQJTV,ADD,2086,2441
Kestrel Point Management,2025Q1,2025Q2,Basalt Bioworks Co,0XT69521O,TRIM,12228,12086
Kestrel Point Management,2025Q1,2025Q2,Drift Semiconductor Co,ZZR3AN2IL,EXIT,12373,0
Kestrel Point Management,2025Q1,2025Q2,Halcyon Semiconductor Group,KIK6CQODD,ADD,4742,4920
Kestrel Point Management,2025Q1,2025Q2,Lumen Semiconductor Co,RZ65PXYYM,TRIM,867,856
Kestrel Point Management,2025Q1,2025Q2,Onyx Therapeutics Group,5QDNT0U9N,EXIT,10236,0
Kestrel Point Management,2025Q1,2025Q2,Nova Semiconductor Inc,FWJC2H0QN,ADD,4424,4518
Kestrel Point Management,2025Q1,2025Q2,Lumen Dynamics Inc,E06BMCXQU,TRIM,6603,6462
Kestrel Point Management,2025Q1,2025Q2,Cirrus Networks Co,JRXX7YK3A,TRIM,18279,17213
Kestrel Point Management,2025Q1,2025Q2,Drift Therapeutics Ltd,MTI160IJI,NEW,0,2978
Kestrel Point Management,2025Q1,2025Q2,Northwind Networks Co,M96BE9ONW,ADD,134887,147563
Kestrel Point Management,2025Q1,2025Q2,Zephyr Health Corp,B5Q4O6PUA,EXIT,12558,0
Kestrel Point Management,2025Q1,2025Q2,Basalt Micro Corp,8XX2CWA9W,ADD,7334,8171
Kestrel Point Management,2025Q1,2025Q2,Quill Software Inc,7IBWMKW1Z,NEW,0,6149
Kestrel Point Management,2025Q1,2025Q2,Copper Networks Group,N8F4UV8KV,ADD,19306,20727
Kestrel Point Management,2025Q1,2025Q2,Zephyr Bioworks Inc,NTCB897L3,TRIM,2323,2028
Kestrel Point Management,2025Q1,2025Q2,Marlin Bioworks PLC,7POF74ZA6,TRIM,22774,22448
Kestrel Point Management,2025Q1,2025Q2,Onyx Therapeutics Inc,44NI2FMYI,ADD,16949,18552
Kestrel Point Management,2025Q1,2025Q2,Northwind Energy Corp,ZBHY23HFF,ADD,18832,20522
Kestrel Point Management,2025Q1,2025Q2,Basalt Analytics PLC,8C29019GD,EXIT,69945,0
Kestrel Point Management,2025Q1,2025Q2,Basalt Micro Co,7HUB74X8V,TRIM,1736,1599
Kestrel Point Management,2025Q1,2025Q2,Zephyr Materials Ltd,E1C310TAQ,ADD,1427,1645
Kestrel Point Management,2025Q1,2025Q2,Quill Motors PLC,ZNSGZS5M7,TRIM,1160,1058
Kestrel Point Management,2025Q1,2025Q2,Granite Holdings Ltd,HWL9ZX69K,EXIT,9651,0
Kestrel Point Management,2025Q1,2025Q2,Cirrus Foods Inc,Q2FZ82Q1R,ADD,11299,12144
Kestrel Point Management,2025Q1,2025Q2,Fable Motors Group,LADVUD5Y5,ADD,9960,10195
Kestrel Point Management,2025Q1,2025Q2,Fable Semiconductor Ltd,H91O4DQTS,ADD,2657,2756
Kestrel Point Management,2025Q1,2025Q2,Basalt Foods Ltd,ZACBZHNO7,ADD,20029,21727
Kestrel Point Management,2025Q1,2025Q2,Fable Robotics PLC,LS4DT2K9F,TRIM,54023,50485
Kestrel Point Management,2025Q1,2025Q2,Terra Logistics Inc,7M9RVE5TT,TRIM,21440,19300
Kestrel Point Management,2025Q1,2025Q2,Copper Capital Group,5V02NESDJ,ADD,34141,35515
Kestrel Point Management,2025Q2,2025Q3,Lumen Capital PLC,8P5RFATUI,ADD,14395,16528
Kestrel Point Management,2025Q2,2025Q3,Sable Holdings Ltd,L79C4U93M,ADD,9458,10233
Kestrel Point Management,2025Q2,2025Q3,Sable Dynamics Ltd,GFT844TLG,ADD,4710,7417
Kestrel Point Management,2025Q2,2025Q3,Copper Systems PLC,WLU7MFX0U,ADD,8768,8775
Kestrel Point Management,2025Q2,2025Q3,Vantage Energy Group,GVLF22FRZ,EXIT,35562,0
Kestrel Point Management,2025Q2,2025Q3,Aster Capital Ltd,GM9OWQIUI,ADD,3144,3254
Kestrel Point Management,2025Q2,2025Q3,Pinnacle Dynamics Group,BDCS6Z5MT,EXIT,24616,0
Kestrel Point Management,2025Q2,2025Q3,Onyx Logistics Ltd,JQQ23DA2M,ADD,22501,24839
Kestrel Point Management,2025Q2,2025Q3,Sable Systems Ltd,QPH9E29MS,TRIM,3950,3538
Kestrel Point Management,2025Q2,2025Q3,Copper Dynamics PLC,I1VUP6EZP,TRIM,14287,12483
Kestrel Point Management,2025Q2,2025Q3,Marlin Dynamics PLC,HABRMQ4KD,TRIM,71649,69231
Kestrel Point Management,2025Q2,2025Q3,Bright Dynamics Corp,MOY5EPYRT,TRIM,12840,12553
Kestrel Point Management,2025Q2,2025Q3,Lumen Dynamics PLC,4C4OA26XD,TRIM,8718,7740
Kestrel Point Management,2025Q2,2025Q3,Marlin Energy Group,RSHTP3NCI,ADD,123384,136046
Kestrel Point Management,2025Q2,2025Q3,Sable Materials Group,753C601P6,ADD,17211,19659
Kestrel Point Management,2025Q2,2025Q3,Halcyon Semiconductor Inc,01CI5RDHW,TRIM,7743,7233
Kestrel Point Management,2025Q2,2025Q3,Onyx Industries Inc,3HILY6I06,ADD,8306,9596
Kestrel Point Management,2025Q2,2025Q3,Pinnacle Networks Co,EI8Q3O527,ADD,16371,17668
Kestrel Point Management,2025Q2,2025Q3,Solace Capital Co,LHLXZ4MMG,ADD,12415,14610
Kestrel Point Management,2025Q2,2025Q3,Sable Holdings Co,GC62EOLY9,ADD,5379,6149
Kestrel Point Management,2025Q2,2025Q3,Quill Dynamics Corp,SFJ0WQ0FM,TRIM,18622,18103
Kestrel Point Management,2025Q2,2025Q3,Cedar Industries Co,0C9QYEL4U,ADD,13972,16308
Kestrel Point Management,2025Q2,2025Q3,Lumen Industries Group,LQJHDQJTV,TRIM,2441,2083
Kestrel Point Management,2025Q2,2025Q3,Cobalt Bioworks Ltd,RT2NIB7LN,NEW,0,478
Kestrel Point Management,2025Q2,2025Q3,Basalt Bioworks Co,0XT69521O,EXIT,12086,0
Kestrel Point Management,2025Q2,2025Q3,Halcyon Semiconductor Group,KIK6CQODD,TRIM,4920,4881
Kestrel Point Management,2025Q2,2025Q3,Lumen Semiconductor Co,RZ65PXYYM,TRIM,856,743
Kestrel Point Management,2025Q2,2025Q3,Nova Semiconductor Inc,FWJC2H0QN,ADD,4518,12495
Kestrel Point Management,2025Q2,2025Q3,Lumen Dynamics Inc,E06BMCXQU,ADD,6462,7239
Kestrel Point Management,2025Q2,2025Q3,Cirrus Networks Co,JRXX7YK3A,EXIT,17213,0
Kestrel Point Management,2025Q2,2025Q3,Drift Therapeutics Ltd,MTI160IJI,ADD,2978,3414
Kestrel Point Management,2025Q2,2025Q3,Quill Energy Inc,YTHF7R2UF,NEW,0,18014
Kestrel Point Management,2025Q2,2025Q3,Northwind Networks Co,M96BE9ONW,TRIM,147563,143957
Kestrel Point Management,2025Q2,2025Q3,Northwind Materials PLC,ODJCXIA48,NEW,0,12045
Kestrel Point Management,2025Q2,2025Q3,Basalt Micro Corp,8XX2CWA9W,TRIM,8171,7284
Kestrel Point Management,2025Q2,2025Q3,Quill Software Inc,7IBWMKW1Z,TRIM,6149,6132
Kestrel Point Management,2025Q2,2025Q3,Copper Networks Group,N8F4UV8KV,TRIM,20727,11778
Kestrel Point Management,2025Q2,2025Q3,Zephyr Bioworks Inc,NTCB897L3,TRIM,2028,1901
Kestrel Point Management,2025Q2,2025Q3,Marlin Bioworks PLC,7POF74ZA6,TRIM,22448,22024
Kestrel Point Management,2025Q2,2025Q3,Onyx Therapeutics Inc,44NI2FMYI,ADD,18552,21180
Kestrel Point Management,2025Q2,2025Q3,Northwind Energy Corp,ZBHY23HFF,ADD,20522,23319
Kestrel Point Management,2025Q2,2025Q3,Basalt Micro Co,7HUB74X8V,ADD,1599,1817
Kestrel Point Management,2025Q2,2025Q3,Zephyr Materials Ltd,E1C310TAQ,ADD,1645,1654
Kestrel Point Management,2025Q2,2025Q3,Quill Motors PLC,ZNSGZS5M7,ADD,1058,1192
Kestrel Point Management,2025Q2,2025Q3,Cirrus Foods Inc,Q2FZ82Q1R,ADD,12144,12392
Kestrel Point Management,2025Q2,2025Q3,Fable Motors Group,LADVUD5Y5,ADD,10195,11985
Kestrel Point Management,2025Q2,2025Q3,Fable Semiconductor Ltd,H91O4DQTS,TRIM,2756,2607
Kestrel Point Management,2025Q2,2025Q3,Basalt Foods Ltd,ZACBZHNO7,ADD,21727,25552
Kestrel Point Management,2025Q2,2025Q3,Fable Robotics PLC,LS4DT2K9F,ADD,50485,126387
Kestrel Point Management,2025Q2,2025Q3,Terra Logistics Inc,7M9RVE5TT,ADD,19300,22310
Kestrel Point Management,2025Q2,2025Q3,Copper Capital Group,5V02NESDJ,ADD,35515,40996
Kestrel Point Management,2025Q3,2025Q4,Lumen Capital PLC,8P5RFATUI,ADD,16528,17721
Kestrel Point Management,2025Q3,2025Q4,Sable Holdings Ltd,L79C4U93M,ADD,10233,10466
Kestrel Point Management,2025Q3,2025Q4,Sable Dynamics Ltd,GFT844TLG,ADD,7417,7932
Kestrel Point Management,2025Q3,2025Q4,Copper Systems PLC,WLU7MFX0U,TRIM,8775,7629
Kestrel Point Management,2025Q3,2025Q4,Aster Capital Ltd,GM9OWQIUI,ADD,3254,3672
Kestrel Point Management,2025Q3,2025Q4,Onyx Logistics Ltd,JQQ23DA2M,TRIM,24839,23470
Kestrel Point Management,2025Q3,2025Q4,Sable Systems Ltd,QPH9E29MS,TRIM,3538,3106
Kestrel Point Management,2025Q3,2025Q4,Copper Dynamics PLC,I1VUP6EZP,ADD,12483,13967
Kestrel Point Management,2025Q3,2025Q4,Marlin Dynamics PLC,HABRMQ4KD,TRIM,69231,27219
Kestrel Point Management,2025Q3,2025Q4,Bright Dynamics Corp,MOY5EPYRT,TRIM,12553,12247
Kestrel Point Management,2025Q3,2025Q4,Lumen Dynamics PLC,4C4OA26XD,EXIT,7740,0
Kestrel Point Management,2025Q3,2025Q4,Aster Micro Group,FCGZIWI3B,NEW,0,18428
Kestrel Point Management,2025Q3,2025Q4,Marlin Energy Group,RSHTP3NCI,ADD,136046,208044
Kestrel Point Management,2025Q3,2025Q4,Sable Materials Group,753C601P6,TRIM,19659,18307
Kestrel Point Management,2025Q3,2025Q4,Halcyon Semiconductor Inc,01CI5RDHW,TRIM,7233,7171
Kestrel Point Management,2025Q3,2025Q4,Onyx Industries Inc,3HILY6I06,ADD,9596,11291
Kestrel Point Management,2025Q3,2025Q4,Pinnacle Networks Co,EI8Q3O527,TRIM,17668,16264
Kestrel Point Management,2025Q3,2025Q4,Solace Capital Co,LHLXZ4MMG,ADD,14610,16649
Kestrel Point Management,2025Q3,2025Q4,Sable Holdings Co,GC62EOLY9,ADD,6149,6558
Kestrel Point Management,2025Q3,2025Q4,Quill Dynamics Corp,SFJ0WQ0FM,ADD,18103,18405
Kestrel Point Management,2025Q3,2025Q4,Cedar Industries Co,0C9QYEL4U,EXIT,16308,0
Kestrel Point Management,2025Q3,2025Q4,Lumen Industries Group,LQJHDQJTV,ADD,2083,2376
Kestrel Point Management,2025Q3,2025Q4,Cobalt Bioworks Ltd,RT2NIB7LN,ADD,478,1046
Kestrel Point Management,2025Q3,2025Q4,Halcyon Semiconductor Group,KIK6CQODD,ADD,4881,5348
Kestrel Point Management,2025Q3,2025Q4,Lumen Semiconductor Co,RZ65PXYYM,ADD,743,759
Kestrel Point Management,2025Q3,2025Q4,Nova Semiconductor Inc,FWJC2H0QN,ADD,12495,14209
