manager,quarter,nameOfIssuer,titleOfClass,cusip,value_usd_thousands,sshPrnamt,sshPrnamtType,investmentDiscretion,votingAuthoritySole
Solstice Lane Investments,2025Q4,Granite Cloud Corp,ADR,25U4255ZM,17907,48705,SH,SOLE,48705
Solstice Lane Investments,2025Q4,Terra Semiconductor Group,ADR,VUWSPLVYC,25146,157438,SH,SOLE,157438
Solstice Lane Investments,2025Q4,Vantage Energy Group,COM,GVLF22FRZ,3289,10393,SH,SOLE,10393
Solstice Lane Investments,2025Q4,Aster Therapeutics PLC,CL A,2A21IFMGZ,2606,132083,SH,SOLE,132083
Solstice Lane Investments,2025Q4,Basalt Industries Corp,COM,FFTDLVPGN,3389,9384,SH,SOLE,9384
Solstice Lane Investments,2025Q4,Zephyr Analytics Group,COM,YVB45CV9A,64873,655813,SH,SOLE,655813
Solstice Lane Investments,2025Q4,Drift Foods Corp,ADR,8YLXDWE0W,21200,88840,SH,SOLE,88840
Solstice Lane Investments,2025Q4,Bright Health Inc,COM,EURX1AY2D,68802,178851,SH,SOLE,178851
Solstice Lane Investments,2025Q4,Vantage Systems Corp,COM,Q8HXZ554L,7845,83324,SH,SOLE,83324
Solstice Lane Investments,2025Q4,Granite Energy Ltd,ADR,HV083GB2L,41845,509001,SH,SOLE,509001
Solstice Lane Investments,2025Q4,Copper Robotics Inc,ADR,ZPO3B7PU8,16057,48911,SH,SOLE,48911
Solstice Lane Investments,2025Q4,Solace Dynamics Group,COM,45G3ZSWHA,8214,448852,SH,SOLE,448852
Solstice Lane Investments,2025Q4,Bright Motors Group,COM,OHU89X4E4,3869,8798,SH,SOLE,8798
Solstice Lane Investments,2025Q4,Vantage Semiconductor Ltd,COM,WHXYVZEHZ,193230,1283579,SH,SOLE,1283579
Solstice Lane Investments,2025Q4,Granite Dynamics Group,COM,IWD2R7KJS,27352,63960,SH,SOLE,63960
Solstice Lane Investments,2025Q4,Drift Industries Inc,ADR,TT3IRQQXD,12637,66574,SH,SOLE,66574
Solstice Lane Investments,2025Q4,Drift Materials Corp,ADR,1PCGFA32U,11613,24596,SH,SOLE,24596
Solstice Lane Investments,2025Q4,Cedar Energy Corp,COM,7UJ27ZYBN,26062,187794,SH,SOLE,187794
Solstice Lane Investments,2025Q4,Marlin Therapeutics Inc,ADR,WFU82W3U5,5830,15444,SH,SOLE,15444
Solstice Lane Investments,2025Q4,Cedar Health Ltd,COM,2HQUP8BN3,15563,458544,SH,SOLE,458544
Solstice Lane Investments,2025Q4,Zephyr Bioworks Inc,COM,NTCB897L3,6132,96038,SH,SOLE,96038
Solstice Lane Investments,2025Q4,Northwind Materials PLC,COM,ODJCXIA48,66350,723792,SH,SOLE,723792
Solstice Lane Investments,2025Q4,Drift Therapeutics Ltd,COM,MTI160IJI,3673,36248,SH,SOLE,36248
Solstice Lane Investments,2025Q4,Basalt Foods Inc,CL A,UEI8D5UO2,58855,127103,SH,SOLE,127103
Solstice Lane Investments,2025Q4,Northwind Robotics Group,COM,NHVTP6UTQ,1200,5004,SH,SOLE,5004
Solstice Lane Investments,2025Q4,Bright Software Ltd,COM,4V530ZCP2,5227,25704,SH,SOLE,25704
Solstice Lane Investments,2025Q4,Drift Micro PLC,COM,VNYGDTN30,44365,97932,SH,SOLE,97932
Solstice Lane Investments,2025Q4,Cobalt Bioworks Ltd,COM,RT2NIB7LN,28444,153230,SH,SOLE,153230
Solstice Lane Investments,2025Q4,Fable Motors Group,COM,LADVUD5Y5,23309,433656,SH,SOLE,433656
Solstice Lane Investments,2025Q4,Cedar Industries Co,COM,0C9QYEL4U,3965,24588,SH,SOLE,24588
Solstice Lane Investments,2025Q4,Solace Capital Co,COM,LHLXZ4MMG,37235,153060,SH,SOLE,153060
Solstice Lane Investments,2025Q4,Onyx Semiconductor Inc,ADR,0RG4W145B,20495,300866,SH,SOLE,300866
Ironwood Meridian Advisors,2025Q1,Copper Dynamics PLC,CL A,I1VUP6EZP,19865,69443,SH,SOLE,69443
Ironwood Meridian Advisors,2025Q1,Copper Micro Ltd,COM,D3KXZ2QAQ,4600,15440,SH,SOLE,15440
Ironwood Meridian Advisors,2025Q1,Copper Therapeutics Ltd,ADR,6Z74TMAAC,71608,346200,SH,SOLE,346200
Ironwood Meridian Advisors,2025Q1,Bright Robotics Corp,COM,CO7S5W386,12035,27670,SH,SOLE,27670
Ironwood Meridian Advisors,2025Q1,Cobalt Systems PLC,COM,8PAB9DRB5,26757,64427,SH,SOLE,64427
Ironwood Meridian Advisors,2025Q1,Quill Energy Inc,CL A,YTHF7R2UF,3982,11784,SH,SOLE,11784
Ironwood Meridian Advisors,2025Q1,Cobalt Cloud Corp,COM,V7AS6D9QW,10906,25192,SH,SOLE,25192
Ironwood Meridian Advisors,2025Q1,Aster Robotics Group,COM,96DLJKZV1,189210,1038189,SH,SOLE,1038189
Ironwood Meridian Advisors,2025Q1,Vertex Therapeutics Inc,COM,ED356RBI1,12951,37091,SH,SOLE,37091
Ironwood Meridian Advisors,2025Q1,Lumen Micro Group,CL A,W0AYGR47F,20538,224901,SH,SOLE,224901
Ironwood Meridian Advisors,2025Q1,Lumen Semiconductor Ltd,CL A,J5LWL04EJ,2680,11410,SH,SOLE,11410
Ironwood Meridian Advisors,2025Q1,Vertex Motors Ltd,COM,GCAE6NEZ6,4305,9162,SH,SOLE,9162
Ironwood Meridian Advisors,2025Q1,Marlin Dynamics Ltd,COM,DFMGFY63T,38177,115649,SH,SOLE,115649
Ironwood Meridian Advisors,2025Q1,Copper Systems Ltd,CL A,J9H15WQ7V,44788,102548,SH,SOLE,102548
Ironwood Meridian Advisors,2025Q1,Bright Software Ltd,COM,4V530ZCP2,4647,22852,SH,SOLE,22852
Ironwood Meridian Advisors,2025Q1,Copper Health Inc,CL A,T8U689KKB,20197,58950,SH,SOLE,58950
Ironwood Meridian Advisors,2025Q1,Basalt Micro Corp,CL A,8XX2CWA9W,43044,116666,SH,SOLE,116666
Ironwood Meridian Advisors,2025Q1,Basalt Micro Co,COM,7HUB74X8V,319241,3376425,SH,SOLE,3376425
Ironwood Meridian Advisors,2025Q1,Terra Software Co,CL A,6JCMQNL6J,12273,188121,SH,SOLE,188121
Ironwood Meridian Advisors,2025Q1,Solace Capital Co,COM,LHLXZ4MMG,5477,22514,SH,SOLE,22514
Ironwood Meridian Advisors,2025Q1,Cobalt Networks Co,COM,BFSULBK0Y,2908,127937,SH,SOLE,127937
Ironwood Meridian Advisors,2025Q1,Vertex Health Inc,CL A,PV1V3UIX6,21799,50661,SH,SOLE,50661
Ironwood Meridian Advisors,2025Q1,Onyx Logistics Ltd,ADR,JQQ23DA2M,45247,248870,SH,SOLE,248870
Ironwood Meridian Advisors,2025Q1,Northwind Materials Corp,COM,VOZZAJQ87,68677,197979,SH,SOLE,197979
Ironwood Meridian Advisors,2025Q1,Nova Semiconductor Inc,CL A,FWJC2H0QN,11575,105544,SH,SOLE,105544
Ironwood Meridian Advisors,2025Q1,Granite Bioworks Co,COM,S5UQ2F0K1,19245,65262,SH,SOLE,65262
Ironwood Meridian Advisors,2025Q1,Marlin Analytics PLC,ADR,QC18NAON6,18462,49093,SH,SOLE,49093
Ironwood Meridian Advisors,2025Q1,Zephyr Bioworks Inc,COM,NTCB897L3,8495,133046,SH,SOLE,133046
Ironwood Meridian Advisors,2025Q1,Lumen Health Group,COM,T6NCJHUSC,8672,562751,SH,SOLE,562751
Ironwood Meridian Advisors,2025Q1,Granite Energy Ltd,ADR,HV083GB2L,8022,97579,SH,SOLE,97579
Ironwood Meridian Advisors,2025Q1,Granite Software Ltd,COM,SCMLT5J3I,5899,12989,SH,SOLE,12989
Ironwood Meridian Advisors,2025Q1,Cirrus Analytics Group,COM,3BEQ5EG3X,97221,203519,SH,SOLE,203519
Ironwood Meridian Advisors,2025Q1,Onyx Therapeutics Group,COM,5QDNT0U9N,21819,151437,SH,SOLE,151437
Ironwood Meridian Advisors,2025Q1,Cobalt Logistics Inc,COM,MJ2YOZI6S,9101,28119,SH,SOLE,28119
Ironwood Meridian Advisors,2025Q1,Northwind Robotics Group,COM,NHVTP6UTQ,1166,4863,SH,SOLE,4863
Ironwood Meridian Advisors,2025Q1,Vertex Energy Corp,COM,VW5LH0M4E,338,725,SH,SOLE,725
Ironwood Meridian Advisors,2025Q1,Cirrus Networks Co,COM,JRXX7YK3A,8324,22586,SH,SOLE,22586
Ironwood Meridian Advisors,2025Q1,Marlin Dynamics PLC,COM,HABRMQ4KD,14373,376947,SH,SOLE,376947
Ironwood Meridian Advisors,2025Q1,Granite Semiconductor Corp,COM,MNP6HHQ61,1482,3151,SH,SOLE,3151
Ironwood Meridian Advisors,2025Q1,Pinnacle Cloud Group,COM,G2LFMHVKC,30916,200910,SH,SOLE,200910
Ironwood Meridian Advisors,2025Q1,Terra Holdings Group,ADR,YP72EM277,5205,42741,SH,SOLE,42741
Ironwood Meridian Advisors,2025Q2,Copper Dynamics PLC,CL A,I1VUP6EZP,42319,147937,SH,SOLE,147937
Ironwood Meridian Advisors,2025Q2,Copper Micro Ltd,COM,D3KXZ2QAQ,4651,15612,SH,SOLE,15612
Ironwood Meridian Advisors,2025Q2,Copper Therapeutics Ltd,ADR,6Z74TMAAC,61536,297505,SH,SOLE,297505
Ironwood Meridian Advisors,2025Q2,Bright Robotics Corp,COM,CO7S5W386,24819,57063,SH,SOLE,57063
Ironwood Meridian Advisors,2025Q2,Cobalt Systems PLC,COM,8PAB9DRB5,25354,61048,SH,SOLE,61048
Ironwood Meridian Advisors,2025Q2,Quill Energy Inc,CL A,YTHF7R2UF,4044,11967,SH,SOLE,11967
Ironwood Meridian Advisors,2025Q2,Cobalt Cloud Corp,COM,V7AS6D9QW,16423,37935,SH,SOLE,37935
Ironwood Meridian Advisors,2025Q2,Aster Robotics Group,COM,96DLJKZV1,176223,966930,SH,SOLE,966930
Ironwood Meridian Advisors,2025Q2,Vertex Therapeutics Inc,COM,ED356RBI1,13481,38609,SH,SOLE,38609
Ironwood Meridian Advisors,2025Q2,Lumen Micro Group,CL A,W0AYGR47F,18393,201413,SH,SOLE,201413
Ironwood Meridian Advisors,2025Q2,Lumen Semiconductor Ltd,CL A,J5LWL04EJ,2654,11299,SH,SOLE,11299
Ironwood Meridian Advisors,2025Q2,Marlin Dynamics Ltd,COM,DFMGFY63T,82900,251128,SH,SOLE,251128
Ironwood Meridian Advisors,2025Q2,Copper Systems Ltd,CL A,J9H15WQ7V,89264,204382,SH,SOLE,204382
Ironwood Meridian Advisors,2025Q2,Bright Software Ltd,COM,4V530ZCP2,4945,24318,SH,SOLE,24318
Ironwood Meridian Advisors,2025Q2,Copper Health Inc,CL A,T8U689KKB,22807,66568,SH,SOLE,66568
Ironwood Meridian Advisors,2025Q2,Basalt Micro Co,COM,7HUB74X8V,284229,3006124,SH,SOLE,3006124
Ironwood Meridian Advisors,2025Q2,Terra Software Co,CL A,6JCMQNL6J,11257,172548,SH,SOLE,172548
Ironwood Meridian Advisors,2025Q2,Solace Capital Co,COM,LHLXZ4MMG,5654,23242,SH,SOLE,23242
Ironwood Meridian Advisors,2025Q2,Cobalt Networks Co,COM,BFSULBK0Y,2996,131808,SH,SOLE,131808
Ironwood Meridian Advisors,2025Q2,Vertex Health Inc,CL A,PV1V3UIX6,11626,27019,SH,SOLE,27019
Ironwood Meridian Advisors,2025Q2,Onyx Logistics Ltd,ADR,JQQ23DA2M,95652,526110,SH,SOLE,526110
Ironwood Meridian Advisors,2025Q2,Northwind Materials Corp,COM,VOZZAJQ87,78023,224921,SH,SOLE,224921
Ironwood Meridian Advisors,2025Q2,Nova Semiconductor Inc,CL A,FWJC2H0QN,11037,100638,SH,SOLE,100638
Ironwood Meridian Advisors,2025Q2,Granite Bioworks Co,COM,S5UQ2F0K1,17258,58524,SH,SOLE,58524
Ironwood Meridian Advisors,2025Q2,Marlin Analytics PLC,ADR,QC18NAON6,21269,56557,SH,SOLE,56557
Ironwood Meridian Advisors,2025Q2,Zephyr Bioworks Inc,COM,NTCB897L3,9169,143602,SH,SOLE,143602
Ironwood Meridian Advisors,2025Q2,Lumen Health Group,COM,T6NCJHUSC,13795,895198,SH,SOLE,895198
Ironwood Meridian Advisors,2025Q2,Granite Energy Ltd,ADR,HV083GB2L,9428,114682,SH,SOLE,114682
Ironwood Meridian Advisors,2025Q2,Granite Software Ltd,COM,SCMLT5J3I,5264,11591,SH,SOLE,11591
Ironwood Meridian Advisors,2025Q2,Cirrus Analytics Group,COM,3BEQ5EG3X,107625,225298,SH,SOLE,225298
Ironwood Meridian Advisors,2025Q2,Onyx Therapeutics Group,COM,5QDNT0U9N,5333,37014,SH,SOLE,37014
Ironwood Meridian Advisors,2025Q2,Northwind Robotics Group,COM,NHVTP6UTQ,462,1927,SH,SOLE,1927
Ironwood Meridian Advisors,2025Q2,Vertex Energy Corp,COM,VW5LH0M4E,390,836,SH,SOLE,836
Ironwood Meridian Advisors,2025Q2,Marlin Dynamics PLC,COM,HABRMQ4KD,13107,343745,SH,SOLE,343745
Ironwood Meridian Advisors,2025Q2,Granite Semiconductor Corp,COM,MNP6HHQ61,1556,3309,SH,SOLE,3309
Ironwood Meridian Advisors,2025Q2,Pinnacle Cloud Group,COM,G2LFMHVKC,15270,99233,SH,SOLE,99233
Ironwood Meridian Advisors,2025Q2,Terra Holdings Group,ADR,YP72EM277,5807,47684,SH,SOLE,47684
Ironwood Meridian Advisors,2025Q2,Vantage Semiconductor Ltd,COM,WHXYVZEHZ,10668,70865,SH,SOLE,70865
Ironwood Meridian Advisors,2025Q2,Cobalt Logistics Inc,COM,MJ2YOZI6S,81119,250630,SH,SOLE,250630
Ironwood Meridian Advisors,2025Q2,Marlin Energy Group,COM,RSHTP3NCI,20067,208467,SH,SOLE,208467
Ironwood Meridian Advisors,2025Q2,Cobalt Industries Ltd,COM,0YTHV3CGE,18202,94866,SH,SOLE,94866
Ironwood Meridian Advisors,2025Q2,Copper Networks Group,CL A,N8F4UV8KV,5758,18375,SH,SOLE,18375
Ironwood Meridian Advisors,2025Q2,Sable Holdings Co,COM,GC62EOLY9,9586,179312,SH,SOLE,179312
Ironwood Meridian Advisors,2025Q3,Copper Dynamics PLC,CL A,I1VUP6EZP,42933,150084,SH,SOLE,150084
Ironwood Meridian Advisors,2025Q3,Copper Therapeutics Ltd,ADR,6Z74TMAAC,71027,343391,SH,SOLE,343391
Ironwood Meridian Advisors,2025Q3,Bright Robotics Corp,COM,CO7S5W386,23198,53336,SH,SOLE,53336
Ironwood Meridian Advisors,2025Q3,Cobalt Systems PLC,COM,8PAB9DRB5,68047,163846,SH,SOLE,163846
Ironwood Meridian Advisors,2025Q3,Quill Energy Inc,CL A,YTHF7R2UF,4156,12298,SH,SOLE,12298
Ironwood Meridian Advisors,2025Q3,Cobalt Cloud Corp,COM,V7AS6D9QW,19021,43937,SH,SOLE,43937
Ironwood Meridian Advisors,2025Q3,Aster Robotics Group,COM,96DLJKZV1,412576,2263791,SH,SOLE,2263791
Ironwood Meridian Advisors,2025Q3,Vertex Therapeutics Inc,COM,ED356RBI1,14204,40679,SH,SOLE,40679
Ironwood Meridian Advisors,2025Q3,Lumen Micro Group,CL A,W0AYGR47F,18283,200208,SH,SOLE,200208
Ironwood Meridian Advisors,2025Q3,Lumen Semiconductor Ltd,CL A,J5LWL04EJ,647,2754,SH,SOLE,2754
Ironwood Meridian Advisors,2025Q3,Marlin Dynamics Ltd,COM,DFMGFY63T,135941,411805,SH,SOLE,411805
Ironwood Meridian Advisors,2025Q3,Copper Systems Ltd,CL A,J9H15WQ7V,96755,221534,SH,SOLE,221534
Ironwood Meridian Advisors,2025Q3,Copper Health Inc,CL A,T8U689KKB,25855,75465,SH,SOLE,75465
Ironwood Meridian Advisors,2025Q3,Terra Software Co,CL A,6JCMQNL6J,12960,198651,SH,SOLE,198651
Ironwood Meridian Advisors,2025Q3,Solace Capital Co,COM,LHLXZ4MMG,5728,23546,SH,SOLE,23546
Ironwood Meridian Advisors,2025Q3,Cobalt Networks Co,COM,BFSULBK0Y,3265,143643,SH,SOLE,143643
Ironwood Meridian Advisors,2025Q3,Vertex Health Inc,CL A,PV1V3UIX6,23684,55042,SH,SOLE,55042
Ironwood Meridian Advisors,2025Q3,Onyx Logistics Ltd,ADR,JQQ23DA2M,108913,599048,SH,SOLE,599048
Ironwood Meridian Advisors,2025Q3,Northwind Materials Corp,COM,VOZZAJQ87,79273,228525,SH,SOLE,228525
Ironwood Meridian Advisors,2025Q3,Nova Semiconductor Inc,CL A,FWJC2H0QN,10854,98970,SH,SOLE,98970
Ironwood Meridian Advisors,2025Q3,Granite Bioworks Co,COM,S5UQ2F0K1,16036,54380,SH,SOLE,54380
Ironwood Meridian Advisors,2025Q3,Marlin Analytics PLC,ADR,QC18NAON6,44915,119436,SH,SOLE,119436
Ironwood Meridian Advisors,2025Q3,Zephyr Bioworks Inc,COM,NTCB897L3,10270,160846,SH,SOLE,160846
Ironwood Meridian Advisors,2025Q3,Lumen Health Group,COM,T6NCJHUSC,38614,2505775,SH,SOLE,2505775
Ironwood Meridian Advisors,2025Q3,Granite Energy Ltd,ADR,HV083GB2L,8454,102834,SH,SOLE,102834
Ironwood Meridian Advisors,2025Q3,Granite Software Ltd,COM,SCMLT5J3I,4843,10664,SH,SOLE,10664
Ironwood Meridian Advisors,2025Q3,Cirrus Analytics Group,COM,3BEQ5EG3X,111136,232648,SH,SOLE,232648
Ironwood Meridian Advisors,2025Q3,Onyx Therapeutics Group,COM,5QDNT0U9N,4846,33634,SH,SOLE,33634
Ironwood Meridian Advisors,2025Q3,Northwind Robotics Group,COM,NHVTP6UTQ,511,2131,SH,SOLE,2131
Ironwood Meridian Advisors,2025Q3,Vertex Energy Corp,COM,VW5LH0M4E,439,941,SH,SOLE,941
Ironwood Meridian Advisors,2025Q3,Marlin Dynamics PLC,COM,HABRMQ4KD,15390,403619,SH,SOLE,403619
Ironwood Meridian Advisors,2025Q3,Granite Semiconductor Corp,COM,MNP6HHQ61,2594,5516,SH,SOLE,5516
Ironwood Meridian Advisors,2025Q3,Pinnacle Cloud Group,COM,G2LFMHVKC,17146,111424,SH,SOLE,111424
Ironwood Meridian Advisors,2025Q3,Terra Holdings Group,ADR,YP72EM277,5164,42404,SH,SOLE,42404
Ironwood Meridian Advisors,2025Q3,Vantage Semiconductor Ltd,COM,WHXYVZEHZ,9865,65531,SH,SOLE,65531
Ironwood Meridian Advisors,2025Q3,Cobalt Logistics Inc,COM,MJ2YOZI6S,40157,124072,SH,SOLE,124072
Ironwood Meridian Advisors,2025Q3,Marlin Energy Group,COM,RSHTP3NCI,20317,211064,SH,SOLE,211064
Ironwood Meridian Advisors,2025Q3,Copper Networks Group,CL A,N8F4UV8KV,6254,19958,SH,SOLE,19958
Ironwood Meridian Advisors,2025Q3,Sable Holdings Co,COM,GC62EOLY9,20590,385148,SH,SOLE,385148
Ironwood Meridian Advisors,2025Q3,Vantage Holdings Co,CL A,LJMZC1CNS,11377,94903,SH,SOLE,94903
Ironwood Meridian Advisors,2025Q3,Onyx Holdings PLC,CL A,NQQULCQYB,16728,37548,SH,SOLE,37548
Ironwood Meridian Advisors,2025Q3,Vantage Systems Corp,COM,Q8HXZ554L,101736,1080574,SH,SOLE,1080574
Ironwood Meridian Advisors,2025Q3,Zephyr Analytics Group,COM,YVB45CV9A,74597,754114,SH,SOLE,754114
Ironwood Meridian Advisors,2025Q3,Onyx Foods Inc,COM,747L78M65,29365,179230,SH,SOLE,179230
Ironwood Meridian Advisors,2025Q3,Copper Therapeutics Co,COM,121O34A54,2598,10945,SH,SOLE,10945
Ironwood Meridian Advisors,2025Q4,Copper Therapeutics Ltd,ADR,6Z74TMAAC,79216,382982,SH,SOLE,382982
Ironwood Meridian Advisors,2025Q4,Bright Robotics Corp,COM,CO7S5W386,20812,47850,SH,SOLE,47850
Ironwood Meridian Advisors,2025Q4,Cobalt Systems PLC,COM,8PAB9DRB5,63843,153724,SH,SOLE,153724
Ironwood Meridian Advisors,2025Q4,Quill Energy Inc,CL A,YTHF7R2UF,3798,11239,SH,SOLE,11239
Ironwood Meridian Advisors,2025Q4,Cobalt Cloud Corp,COM,V7AS6D9QW,11123,25693,SH,SOLE,25693
Ironwood Meridian Advisors,2025Q4,Aster Robotics Group,COM,96DLJKZV1,146487,803770,SH,SOLE,803770
Ironwood Meridian Advisors,2025Q4,Vertex Therapeutics Inc,COM,ED356RBI1,12377,35447,SH,SOLE,35447
Ironwood Meridian Advisors,2025Q4,Lumen Micro Group,CL A,W0AYGR47F,10879,119131,SH,SOLE,119131
Ironwood Meridian Advisors,2025Q4,Lumen Semiconductor Ltd,CL A,J5LWL04EJ,659,2806,SH,SOLE,2806
Ironwood Meridian Advisors,2025Q4,Marlin Dynamics Ltd,COM,DFMGFY63T,121854,369132,SH,SOLE,369132
Ironwood Meridian Advisors,2025Q4,Copper Systems Ltd,CL A,J9H15WQ7V,94692,216811,SH,SOLE,216811
Ironwood Meridian Advisors,2025Q4,Copper Health Inc,CL A,T8U689KKB,27856,81305,SH,SOLE,81305
Ironwood Meridian Advisors,2025Q4,Terra Software Co,CL A,6JCMQNL6J,15092,231330,SH,SOLE,231330
Ironwood Meridian Advisors,2025Q4,Vertex Health Inc,CL A,PV1V3UIX6,22737,52841,SH,SOLE,52841
Ironwood Meridian Advisors,2025Q4,Onyx Logistics Ltd,ADR,JQQ23DA2M,113077,621951,SH,SOLE,621951
Ironwood Meridian Advisors,2025Q4,Northwind Materials Corp,COM,VOZZAJQ87,71554,206273,SH,SOLE,206273
Ironwood Meridian Advisors,2025Q4,Nova Semiconductor Inc,CL A,FWJC2H0QN,10645,97064,SH,SOLE,97064
Ironwood Meridian Advisors,2025Q4,Granite Bioworks Co,COM,S5UQ2F0K1,18033,61152,SH,SOLE,61152
Ironwood Meridian Advisors,2025Q4,Marlin Analytics PLC,ADR,QC18NAON6,47370,125964,SH,SOLE,125964
Ironwood Meridian Advisors,2025Q4,Zephyr Bioworks Inc,COM,NTCB897L3,9736,152482,SH,SOLE,152482
Ironwood Meridian Advisors,2025Q4,Lumen Health Group,COM,T6NCJHUSC,32936,2137313,SH,SOLE,2137313
Ironwood Meridian Advisors,2025Q4,Granite Energy Ltd,ADR,HV083GB2L,9371,113989,SH,SOLE,113989
Ironwood Meridian Advisors,2025Q4,Granite Software Ltd,COM,SCMLT5J3I,4375,9634,SH,SOLE,9634
Ironwood Meridian Advisors,2025Q4,Cirrus Analytics Group,COM,3BEQ5EG3X,97461,204021,SH,SOLE,204021
Ironwood Meridian Advisors,2025Q4,Onyx Therapeutics Group,COM,5QDNT0U9N,4353,30212,SH,SOLE,30212
Ironwood Meridian Advisors,2025Q4,Northwind Robotics Group,COM,NHVTP6UTQ,501,2089,SH,SOLE,2089
Ironwood Meridian Advisors,2025Q4,Vertex Energy Corp,COM,VW5LH0M4E,397,851,SH,SOLE,851
Ironwood Meridian Advisors,2025Q4,Marlin Dynamics PLC,COM,HABRMQ4KD,13600,356675,SH,SOLE,356675
Ironwood Meridian Advisors,2025Q4,Granite Semiconductor Corp,COM,MNP6HHQ61,6431,13675,SH,SOLE,13675
Ironwood Meridian Advisors,2025Q4,Pinnacle Cloud Group,COM,G2LFMHVKC,15781,102554,SH,SOLE,102554
Ironwood Meridian Advisors,2025Q4,Vantage Semiconductor Ltd,COM,WHXYVZEHZ,10159,67484,SH,SOLE,67484
Ironwood Meridian Advisors,2025Q4,Cobalt Logistics Inc,COM,MJ2YOZI6S,36203,111855,SH,SOLE,111855
Ironwood Meridian Advisors,2025Q4,Marlin Energy Group,COM,RSHTP3NCI,8240,85601,SH,SOLE,85601
Ironwood Meridian Advisors,2025Q4,Copper Networks Group,CL A,N8F4UV8KV,2945,9398,SH,SOLE,9398
Ironwood Meridian Advisors,2025Q4,Vantage Holdings Co,CL A,LJMZC1CNS,2298,19169,SH,SOLE,19169
Ironwood Meridian Advisors,2025Q4,Onyx Holdings PLC,CL A,NQQULCQYB,16929,37999,SH,SOLE,37999
Ironwood Meridian Advisors,2025Q4,Vantage Systems Corp,COM,Q8HXZ554L,92105,978279,SH,SOLE,978279
Ironwood Meridian Advisors,2025Q4,Zephyr Analytics Group,COM,YVB45CV9A,84483,854054,SH,SOLE,854054
Ironwood Meridian Advisors,2025Q4,Onyx Foods Inc,COM,747L78M65,31787,194012,SH,SOLE,194012
Ironwood Meridian Advisors,2025Q4,Copper Therapeutics Co,COM,121O34A54,1322,5569,SH,SOLE,5569
Ironwood Meridian Advisors,2025Q4,Copper Motors Group,COM,XGHB0OUAK,10206,21707,SH,SOLE,21707
Ironwood Meridian Advisors,2025Q4,Aster Networks Corp,COM,8MVDNZ1T4,5027,36189,SH,SOLE,36189
Ironwood Meridian Advisors,2025Q4,Aster Software Group,COM,0NV4BDY51,23221,134739,SH,SOLE,134739
Ironwood Meridian Advisors,2025Q4,Basalt Semiconductor Inc,CL A,DVPZJ79WC,127039,280538,SH,SOLE,280538
Blue Delta Capital Group,2025Q1,Nova Bioworks Ltd,ADR,H7P8NE7N5,13307,29884,SH,SOLE,29884
Blue Delta Capital Group,2025Q1,Marlin Motors Corp,COM,DHXKXFMXK,63772,343803,SH,SOLE,343803
Blue Delta Capital Group,2025Q1,Pinnacle Analytics Corp,COM,CB79HC2Y8,4122,13432,SH,SOLE,13432
Blue Delta Capital Group,2025Q1,Sable Holdings Co,COM,GC62EOLY9,13157,246109,SH,SOLE,246109
Blue Delta Capital Group,2025Q1,Cobalt Micro PLC,CL A,DX9J3AVYW,6000,65424,SH,SOLE,65424
Blue Delta Capital Group,2025Q1,Lumen Dynamics Co,CL A,4WZWR44RU,1790,5760,SH,SOLE,5760
Blue Delta Capital Group,2025Q1,Onyx Holdings Inc,ADR,C1V9GMYC5,6472,21673,SH,SOLE,21673
Blue Delta Capital Group,2025Q1,Drift Foods Corp,ADR,8YLXDWE0W,6397,26807,SH,SOLE,26807
Blue Delta Capital Group,2025Q1,Marlin Analytics PLC,ADR,QC18NAON6,26974,71728,SH,SOLE,71728
Blue Delta Capital Group,2025Q1,Onyx Semiconductor Inc,ADR,0RG4W145B,3595,52775,SH,SOLE,52775
Blue Delta Capital Group,2025Q1,Copper Dynamics PLC,CL A,I1VUP6EZP,26599,92984,SH,SOLE,92984
Blue Delta Capital Group,2025Q1,Cedar Industries Co,COM,0C9QYEL4U,1971,12222,SH,SOLE,12222
Blue Delta Capital Group,2025Q1,Terra Software Group,COM,QYL7YY9U9,8220,17629,SH,SOLE,17629
Blue Delta Capital Group,2025Q1,Onyx Micro PLC,CL A,7Q7AEEULM,4933,22786,SH,SOLE,22786
Blue Delta Capital Group,2025Q1,Basalt Semiconductor Ltd,COM,48Y3ZCMDG,6412,20253,SH,SOLE,20253
Blue Delta Capital Group,2025Q1,Cedar Capital Corp,ADR,OU9V9SJ3O,28024,100556,SH,SOLE,100556
Blue Delta Capital Group,2025Q1,Zephyr Systems Ltd,ADR,XBD3A04GE,25065,72267,SH,SOLE,72267
Blue Delta Capital Group,2025Q1,Northwind Materials PLC,COM,ODJCXIA48,41376,451358,SH,SOLE,451358
Blue Delta Capital Group,2025Q1,Quill Energy Inc,CL A,YTHF7R2UF,23609,69864,SH,SOLE,69864
Blue Delta Capital Group,2025Q1,Cobalt Materials Ltd,ADR,4ZO6QTVZ5,6351,30028,SH,SOLE,30028
Blue Delta Capital Group,2025Q1,Nova Systems Co,ADR,UI726K5DU,40016,133596,SH,SOLE,133596
Blue Delta Capital Group,2025Q1,Quill Analytics Co,COM,NU7IDBR4S,26476,61703,SH,SOLE,61703
Blue Delta Capital Group,2025Q1,Cedar Networks Corp,COM,I626PD2RU,35469,188585,SH,SOLE,188585
